transaction_id,account_id,transaction_amount,transaction_frequency,merchant_category,location,time_pattern,is_night_transaction,is_weekend,account_age_days,avg_monthly_income,debt_to_income,interest_rate,credit_utilization,failed_login_attempts,device_risk_score,is_risk
TXN_11304,ACC_380,738.57,24,Wire_Transfer,International_LowRisk,14,0,0,1116,8491.95,0.82,8.72,0.78,2,0.67,1
TXN_11305,ACC_795,145.9,5,Grocery,Domestic,18,0,0,198,4800.56,0.17,6.18,0.16,0,0.11,0
TXN_11306,ACC_818,186.63,6,Grocery,International_LowRisk,13,0,0,64,5534.03,0.28,10.33,0.38,0,0.02,0
TXN_11307,ACC_801,114.29,3,Grocery,International_LowRisk,16,0,0,1210,6011.94,0.41,5.22,0.25,0,0.13,0
TXN_11308,ACC_401,288.69,2,Grocery,Domestic,9,0,0,1282,7089.44,0.28,5.57,0.38,0,0.15,1
TXN_11309,ACC_460,121.8,5,Electronics,Domestic,8,0,1,2086,7304.54,0.31,5.21,0.2,0,0.21,0
TXN_11310,ACC_887,110.29,4,Electronics,Online_Unverified,22,0,1,360,9141.99,0.37,5.91,0.5,0,0.28,0
TXN_11311,ACC_132,163.62,7,Utilities,Domestic,21,0,0,431,8954.55,0.29,6.7,0.11,0,0.27,0
TXN_11312,ACC_409,122.25,6,Electronics,Domestic,13,0,0,600,4079.68,0.47,16.23,0.5,0,0.37,0
TXN_11313,ACC_304,16.29,2,Grocery,Domestic,6,0,0,2603,9037.17,0.45,5.07,0.31,0,0.25,0
TXN_11314,ACC_287,1209.37,24,Utilities,International_HighRisk,13,0,1,2873,7482.83,0.78,4.17,0.66,4,0.9,1
TXN_11315,ACC_420,143.44,7,Utilities,International_LowRisk,11,0,0,1710,4976.82,0.39,4.87,0.41,0,0.15,0
TXN_11316,ACC_672,121.68,5,Grocery,International_LowRisk,2,1,0,2407,5887.97,0.33,9.28,0.47,0,0.21,0
TXN_11317,ACC_230,2276.75,35,Electronics,International_HighRisk,9,0,1,545,5762.76,0.84,11.35,0.76,4,0.61,1
TXN_11318,ACC_512,240.51,1,Electronics,Domestic,16,0,0,1136,8114.09,0.18,10.38,0.11,0,0.18,0
TXN_11319,ACC_765,433.57,6,Grocery,Domestic,9,0,0,527,7657.86,0.22,11.72,0.14,1,0.28,0
TXN_11320,ACC_790,139.08,3,Utilities,International_LowRisk,22,0,1,2058,7420.08,0.43,7.24,0.51,0,0.02,0
TXN_11321,ACC_791,163.0,1,Electronics,Domestic,20,0,0,2584,5466.77,0.22,9.23,0.12,0,0.09,0
TXN_11322,ACC_217,100.24,4,Grocery,Domestic,3,1,0,1970,4453.49,0.16,11.56,0.24,0,0.2,0
TXN_11323,ACC_617,75.45,8,Utilities,Domestic,3,1,0,3389,6467.55,0.41,5.64,0.53,2,0.13,0
TXN_11324,ACC_968,4670.1,29,Utilities,International_HighRisk,21,0,0,534,8813.67,0.48,14.32,0.8,5,0.68,1
TXN_11325,ACC_542,31.15,4,Grocery,Domestic,4,1,0,3067,7870.58,0.31,14.04,0.53,0,0.36,0
TXN_11326,ACC_305,82.83,8,Utilities,Domestic,21,0,1,1157,9304.02,0.48,10.08,0.33,0,0.32,0
TXN_11327,ACC_814,89.53,5,Luxury_Goods,Domestic,13,0,1,2341,6233.99,0.34,16.1,0.51,0,0.32,0
TXN_11328,ACC_694,182.8,1,Grocery,International_LowRisk,21,0,0,1482,3858.22,0.31,12.08,0.12,1,0.33,0
TXN_11329,ACC_579,6702.52,19,Wire_Transfer,Domestic,0,1,0,3535,5283.01,0.67,7.52,0.93,5,0.62,1
TXN_11330,ACC_981,105.82,2,Utilities,Domestic,22,0,0,650,4484.26,0.43,5.66,0.18,0,0.03,0
TXN_11331,ACC_836,46.89,5,Electronics,Domestic,4,1,1,309,9362.3,0.42,11.73,0.36,1,0.19,0
TXN_11332,ACC_760,29.4,5,Utilities,Online_Unverified,19,0,0,1357,5979.93,0.29,13.29,0.32,0,0.07,0
TXN_11333,ACC_694,119.31,1,Grocery,International_LowRisk,12,0,1,681,2969.22,0.23,10.44,0.19,1,0.16,0
TXN_11334,ACC_781,37.46,4,Grocery,Online_Unverified,15,0,0,3341,9981.88,0.24,10.14,0.53,2,0.27,0
TXN_11335,ACC_914,13485.69,20,Grocery,International_HighRisk,5,1,0,293,4925.65,0.49,15.99,0.85,4,0.73,1
TXN_11336,ACC_163,165.91,6,Electronics,Domestic,23,1,1,3473,6906.72,0.36,9.62,0.45,0,0.32,0
TXN_11337,ACC_278,249.55,4,Grocery,International_LowRisk,12,0,1,2041,8679.07,0.48,9.68,0.35,0,0.38,0
TXN_11338,ACC_392,43.18,4,Grocery,International_LowRisk,13,0,0,129,11230.82,0.33,8.75,0.22,0,0.01,0
TXN_11339,ACC_784,86.41,6,Grocery,Domestic,4,1,0,2357,7247.07,0.31,13.51,0.28,0,0.39,0
TXN_11340,ACC_173,34.48,8,Grocery,International_LowRisk,23,1,0,879,9410.87,0.23,4.14,0.23,0,0.23,0
TXN_11341,ACC_585,31.76,2,Utilities,Domestic,17,0,0,2591,4979.27,0.5,6.49,0.16,0,0.13,0
TXN_11342,ACC_172,121.32,2,Electronics,Domestic,16,0,0,240,5712.78,0.49,7.08,0.53,0,0.03,0
TXN_11343,ACC_438,2593.04,16,Grocery,International_HighRisk,9,0,0,2910,4793.01,0.62,12.18,0.86,4,0.61,1
TXN_11344,ACC_466,2383.79,26,Grocery,International_HighRisk,9,0,1,3524,5161.13,0.68,14.73,0.88,2,0.67,1
TXN_11345,ACC_630,937.39,25,Gambling,Domestic,12,0,0,484,5409.83,0.5,15.81,0.87,6,0.91,1
TXN_11346,ACC_696,33.32,1,Utilities,Online_Unverified,8,0,0,1098,10133.51,0.48,8.12,0.29,0,0.26,0
TXN_11347,ACC_883,408.01,1,Grocery,Domestic,23,1,0,328,8228.5,0.43,7.69,0.24,0,0.36,0
TXN_11348,ACC_677,553.84,10,Gambling,International_LowRisk,1,1,0,2480,1500.0,0.63,6.14,0.74,4,0.69,0
TXN_11349,ACC_182,7729.51,9,Wire_Transfer,Domestic,4,1,1,175,7238.03,0.71,4.04,0.68,1,0.87,1
TXN_11350,ACC_608,49.19,4,Utilities,International_LowRisk,13,0,0,256,6748.57,0.4,13.57,0.57,0,0.37,0
TXN_11351,ACC_900,835.8,31,Crypto_Exchange,Domestic,12,0,0,2293,5869.47,0.52,9.86,0.73,1,0.8,1
TXN_11352,ACC_593,349.8,7,Grocery,International_LowRisk,22,0,1,503,7036.1,0.5,10.95,0.59,0,0.08,0
TXN_11353,ACC_730,37.38,1,Travel,Domestic,6,0,0,406,7446.29,0.26,4.01,0.31,0,0.13,0
TXN_11354,ACC_332,123.82,1,Utilities,International_LowRisk,17,0,0,1053,5094.18,0.21,12.15,0.24,1,0.37,0
TXN_11355,ACC_178,164.63,6,Grocery,Domestic,9,0,1,1030,8882.18,0.24,9.65,0.26,0,0.28,0
TXN_11356,ACC_232,81.28,2,Electronics,Domestic,3,1,0,2256,6206.29,0.34,4.28,0.31,0,0.07,0
TXN_11357,ACC_822,85.46,5,Luxury_Goods,Domestic,7,0,0,3225,9368.62,0.37,10.77,0.44,1,0.31,0
TXN_11358,ACC_989,61.97,2,Electronics,Domestic,8,0,0,1712,7069.51,0.31,14.98,0.54,0,0.06,0
TXN_11359,ACC_736,120.78,4,Utilities,Domestic,4,1,0,2294,7166.74,0.38,14.04,0.5,0,0.27,0
TXN_11360,ACC_481,71.14,8,Luxury_Goods,International_LowRisk,1,1,0,1888,1514.38,0.47,5.14,0.15,0,0.16,0
TXN_11361,ACC_121,140.37,5,Utilities,Domestic,8,0,0,376,6794.6,0.39,13.65,0.3,0,0.17,0
TXN_11362,ACC_975,226.38,1,Electronics,Domestic,12,0,0,1583,5139.01,0.38,15.02,0.55,0,0.08,0
TXN_11363,ACC_541,94.7,6,Utilities,International_LowRisk,1,1,0,2523,3078.79,0.46,8.91,0.56,1,0.22,0
TXN_11364,ACC_444,2217.23,8,Gambling,Online_Unverified,18,0,1,3002,5713.82,0.79,4.87,0.74,3,0.71,1
TXN_11365,ACC_949,4461.99,32,Electronics,International_HighRisk,23,1,0,3337,8288.47,0.47,15.06,0.76,1,0.67,1
TXN_11366,ACC_211,45.05,8,Electronics,Online_Unverified,21,0,0,2975,4967.35,0.46,13.53,0.34,0,0.19,0
TXN_11367,ACC_631,101.36,4,Grocery,Online_Unverified,14,0,0,92,8139.48,0.15,13.25,0.52,0,0.27,0
TXN_11368,ACC_798,108.93,5,Travel,Domestic,7,0,0,1646,6109.05,0.33,12.19,0.27,0,0.22,0
TXN_11369,ACC_380,80.03,1,Utilities,International_LowRisk,20,0,0,2358,2064.82,0.2,12.59,0.53,0,0.29,0
TXN_11370,ACC_956,49.5,1,Grocery,Domestic,14,0,1,1499,4163.64,0.3,15.39,0.54,0,0.26,0
TXN_11371,ACC_964,613.26,5,Electronics,Domestic,18,0,0,2288,8903.86,0.48,4.26,0.22,1,0.05,0
TXN_11372,ACC_165,126.31,8,Utilities,Domestic,8,0,1,2611,6517.58,0.25,12.58,0.53,0,0.12,0
TXN_11373,ACC_992,149.58,3,Electronics,Domestic,3,1,0,3554,8280.12,0.29,14.0,0.12,0,0.1,0
TXN_11374,ACC_424,88.28,5,Grocery,International_LowRisk,1,1,0,96,5285.48,0.44,9.31,0.4,2,0.25,0
TXN_11375,ACC_978,1627.7,19,Crypto_Exchange,Domestic,1,1,0,347,4772.04,0.63,12.98,0.83,1,0.7,1
TXN_11376,ACC_619,43.86,6,Utilities,Domestic,7,0,1,2819,6246.93,0.23,11.3,0.31,0,0.09,0
TXN_11377,ACC_757,70.72,6,Utilities,Domestic,0,1,0,1701,2570.93,0.22,4.45,0.37,0,0.19,0
TXN_11378,ACC_483,97.69,6,Utilities,Online_Unverified,19,0,1,644,3537.71,0.4,6.22,0.38,0,0.23,0
TXN_11379,ACC_126,49.88,6,Grocery,Domestic,10,0,0,1581,3508.92,0.2,4.75,0.57,1,0.33,0
TXN_11380,ACC_133,62.25,2,Electronics,Domestic,20,0,1,949,6475.4,0.34,5.8,0.45,2,0.07,0
TXN_11381,ACC_688,16.11,1,Electronics,International_LowRisk,17,0,0,2730,8356.18,0.36,7.95,0.19,0,0.33,0
TXN_11382,ACC_551,25.91,4,Grocery,Domestic,18,0,0,3302,2959.04,0.3,12.23,0.19,0,0.1,0
TXN_11383,ACC_470,51.75,8,Grocery,Domestic,3,1,0,3635,6684.11,0.36,9.89,0.36,0,0.01,0
TXN_11384,ACC_181,117.23,4,Utilities,Domestic,11,0,0,1745,7452.48,0.26,6.97,0.51,0,0.37,0
TXN_11385,ACC_947,1566.35,21,Crypto_Exchange,Domestic,17,0,1,2425,6802.81,0.65,14.07,0.9,6,0.8,1
TXN_11386,ACC_781,56.01,2,Grocery,Domestic,9,0,0,1754,5914.63,0.46,14.57,0.31,0,0.27,0
TXN_11387,ACC_251,104.44,8,Electronics,International_LowRisk,6,0,0,524,8689.6,0.32,6.75,0.54,0,0.28,0
TXN_11388,ACC_883,74.03,1,Electronics,Online_Unverified,23,1,1,128,4888.02,0.29,6.68,0.46,0,0.35,0
TXN_11389,ACC_174,2040.03,19,Grocery,International_HighRisk,12,0,0,1677,5898.35,0.75,8.82,0.71,2,0.71,1
TXN_11390,ACC_813,497.6,6,Electronics,International_LowRisk,3,1,0,2555,3245.38,0.18,11.38,0.14,0,0.16,0
TXN_11391,ACC_839,124.76,7,Grocery,International_LowRisk,11,0,0,3063,8521.68,0.17,5.87,0.32,0,0.17,0
TXN_11392,ACC_396,28.16,2,Luxury_Goods,International_LowRisk,23,1,1,61,13558.11,0.36,6.46,0.15,0,0.06,0
TXN_11393,ACC_478,49.75,5,Electronics,Domestic,10,0,0,426,5059.58,0.45,6.62,0.58,1,0.08,0
TXN_11394,ACC_605,96.24,7,Grocery,Domestic,16,0,0,1603,4248.69,0.33,15.23,0.44,0,0.02,0
TXN_11395,ACC_282,36.55,4,Travel,Domestic,23,1,0,1169,4171.9,0.19,7.18,0.5,0,0.32,0
TXN_11396,ACC_730,51.66,5,Grocery,Domestic,5,1,1,946,5784.02,0.48,5.58,0.31,0,0.23,0
TXN_11397,ACC_395,13232.61,15,Gambling,Domestic,19,0,0,1171,8637.58,0.59,11.08,0.91,6,0.69,1
TXN_11398,ACC_244,91.58,1,Grocery,Domestic,16,0,0,192,3928.0,0.18,12.35,0.47,0,0.2,0
TXN_11399,ACC_652,286.39,1,Utilities,Domestic,15,0,0,1184,2435.29,0.4,5.71,0.17,0,0.03,0
TXN_11400,ACC_684,99.81,5,Utilities,Domestic,4,1,0,2963,3856.89,0.42,7.23,0.34,1,0.06,0
TXN_11401,ACC_965,2794.04,35,Grocery,International_HighRisk,15,0,1,1170,9393.13,0.79,4.51,0.88,2,0.99,1
TXN_11402,ACC_849,30.74,4,Electronics,Online_Unverified,2,1,0,1369,5580.28,0.45,8.33,0.3,0,0.09,0
TXN_11403,ACC_443,142.57,2,Grocery,International_LowRisk,16,0,0,1319,2822.96,0.28,5.05,0.39,0,0.29,0
TXN_11404,ACC_139,607.11,1,Utilities,Online_Unverified,16,0,0,2599,8296.23,0.46,7.77,0.14,1,0.06,1
TXN_11405,ACC_240,4177.35,16,Electronics,International_HighRisk,7,0,0,650,4503.81,0.55,13.01,0.78,4,0.73,1
TXN_11406,ACC_596,3007.71,28,Crypto_Exchange,International_LowRisk,9,0,1,2144,2991.43,0.65,11.3,0.66,1,0.97,1
TXN_11407,ACC_977,318.38,4,Luxury_Goods,Domestic,13,0,1,188,7497.77,0.45,4.24,0.39,0,0.03,0
TXN_11408,ACC_369,173.22,8,Electronics,International_LowRisk,7,0,0,767,5815.7,0.3,4.56,0.43,0,0.37,0
TXN_11409,ACC_960,318.26,7,Grocery,Domestic,15,0,0,2255,4367.94,0.39,6.68,0.11,0,0.19,0
TXN_11410,ACC_198,23.0,8,Grocery,Online_Unverified,9,0,0,2743,6396.92,0.33,14.21,0.41,0,0.23,0
TXN_11411,ACC_280,251.8,7,Utilities,Domestic,3,1,0,3199,9620.51,0.39,12.11,0.11,0,0.25,0
TXN_11412,ACC_960,2009.01,8,Crypto_Exchange,Domestic,13,0,0,1127,2596.79,0.72,4.05,0.69,3,0.96,1
TXN_11413,ACC_619,9549.69,32,Grocery,International_HighRisk,13,0,1,1101,3991.68,0.58,11.31,0.68,3,0.64,1
TXN_11414,ACC_791,85.2,5,Grocery,Domestic,14,0,0,1129,5389.97,0.43,12.62,0.26,1,0.02,0
TXN_11415,ACC_324,5016.8,15,Grocery,International_HighRisk,9,0,0,3616,8038.06,0.49,16.26,0.75,5,0.87,1
TXN_11416,ACC_270,96.71,6,Utilities,International_LowRisk,3,1,0,2240,5445.22,0.26,11.23,0.17,0,0.01,1
TXN_11417,ACC_839,24.37,6,Grocery,Domestic,22,0,0,2294,7914.92,0.47,11.58,0.28,0,0.38,0
TXN_11418,ACC_150,133.27,7,Utilities,Domestic,6,0,0,969,8053.86,0.34,16.33,0.41,1,0.26,0
TXN_11419,ACC_265,5112.49,15,Gambling,Domestic,6,0,0,177,6429.81,0.54,10.43,0.94,1,0.9,1
TXN_11420,ACC_965,227.06,8,Grocery,Online_Unverified,3,1,0,1189,4792.13,0.33,4.48,0.39,0,0.18,0
TXN_11421,ACC_335,129.61,2,Electronics,International_LowRisk,1,1,1,1577,4186.12,0.36,5.54,0.18,0,0.33,0
TXN_11422,ACC_234,14201.18,24,Crypto_Exchange,International_HighRisk,2,1,1,2911,7145.01,0.52,12.35,0.73,6,0.75,1
TXN_11423,ACC_880,127.82,3,Luxury_Goods,Domestic,23,1,0,2439,3357.16,0.46,9.78,0.14,0,0.26,0
TXN_11424,ACC_298,2230.42,31,Crypto_Exchange,International_HighRisk,10,0,0,1267,4635.26,0.57,14.8,0.96,1,0.94,1
TXN_11425,ACC_380,197.53,7,Utilities,Domestic,20,0,0,411,8095.95,0.35,4.07,0.22,0,0.37,0
TXN_11426,ACC_516,114.84,4,Electronics,Domestic,22,0,0,2065,5389.78,0.38,14.64,0.26,0,0.14,0
TXN_11427,ACC_481,127.75,1,Luxury_Goods,International_LowRisk,14,0,1,980,5959.27,0.33,10.96,0.23,0,0.34,0
TXN_11428,ACC_588,145.0,2,Electronics,International_LowRisk,10,0,1,723,6445.23,0.35,4.83,0.47,0,0.24,0
TXN_11429,ACC_601,29.86,8,Electronics,Domestic,12,0,0,3469,9711.24,0.18,8.11,0.24,0,0.24,0
TXN_11430,ACC_338,167.94,6,Grocery,Domestic,13,0,0,179,2338.52,0.41,12.11,0.27,0,0.26,0
TXN_11431,ACC_678,4051.03,32,Electronics,International_HighRisk,8,0,0,3285,7617.45,0.73,14.22,0.65,5,0.82,1
TXN_11432,ACC_600,121.32,8,Utilities,Domestic,20,0,1,2137,6187.05,0.27,9.96,0.2,0,0.11,0
TXN_11433,ACC_857,57.13,2,Travel,Domestic,3,1,0,3130,6606.12,0.49,13.06,0.18,0,0.21,1
TXN_11434,ACC_632,83.73,2,Luxury_Goods,Domestic,14,0,0,1767,8230.58,0.26,11.23,0.27,0,0.26,0
TXN_11435,ACC_741,2912.95,21,Crypto_Exchange,Domestic,23,1,0,67,6059.96,0.6,5.3,0.74,4,0.83,1
TXN_11436,ACC_403,216.15,5,Grocery,Online_Unverified,23,1,0,2549,6245.19,0.25,14.89,0.43,0,0.03,0
TXN_11437,ACC_677,94.63,6,Electronics,Domestic,16,0,0,1059,4541.4,0.28,16.46,0.36,0,0.13,0
TXN_11438,ACC_315,2440.23,12,Gambling,Online_Unverified,23,1,0,2177,6826.72,0.6,14.42,0.88,2,0.74,1
TXN_11439,ACC_832,2619.71,23,Crypto_Exchange,Domestic,13,0,1,52,4819.01,0.79,5.82,0.69,1,0.88,1
TXN_11440,ACC_419,60.63,6,Luxury_Goods,Domestic,3,1,0,2589,7874.48,0.31,4.38,0.23,0,0.39,0
TXN_11441,ACC_260,75.75,1,Grocery,International_LowRisk,7,0,0,1154,6886.9,0.33,4.51,0.58,1,0.23,0
TXN_11442,ACC_988,60.4,7,Utilities,International_LowRisk,11,0,0,2328,9119.73,0.45,6.85,0.58,1,0.23,0
TXN_11443,ACC_775,44.83,5,Grocery,Domestic,3,1,0,2338,5444.01,0.45,10.3,0.56,0,0.09,0
TXN_11444,ACC_916,89.91,5,Utilities,International_LowRisk,12,0,0,3049,9206.14,0.16,5.65,0.35,2,0.11,0
TXN_11445,ACC_784,8118.6,14,Gambling,Domestic,0,1,0,3320,9232.78,0.66,13.8,0.79,1,0.89,1
TXN_11446,ACC_729,187.91,1,Grocery,Domestic,0,1,0,3336,5024.53,0.27,9.87,0.2,0,0.29,0
TXN_11447,ACC_780,63.2,7,Utilities,Domestic,3,1,1,1609,7044.47,0.2,6.82,0.26,0,0.3,0
TXN_11448,ACC_463,128.66,4,Grocery,Domestic,16,0,1,2625,6385.46,0.32,12.78,0.14,2,0.18,0
TXN_11449,ACC_828,101.39,5,Grocery,Domestic,14,0,0,2315,6163.16,0.18,11.21,0.24,0,0.35,0
TXN_11450,ACC_767,203.43,6,Grocery,Domestic,11,0,0,905,7707.29,0.2,7.64,0.46,0,0.14,0
TXN_11451,ACC_997,33.76,1,Travel,Online_Unverified,12,0,0,1508,6586.06,0.4,10.75,0.21,0,0.33,0
TXN_11452,ACC_105,89.17,1,Electronics,Domestic,11,0,0,167,7873.72,0.36,16.32,0.34,0,0.14,0
TXN_11453,ACC_757,348.22,5,Utilities,Domestic,22,0,0,2373,7994.89,0.31,8.91,0.54,0,0.35,0
TXN_11454,ACC_983,406.67,8,Luxury_Goods,Domestic,19,0,0,3101,7095.75,0.4,15.88,0.4,0,0.17,0
TXN_11455,ACC_868,48.66,3,Utilities,Domestic,11,0,1,754,7062.46,0.24,12.26,0.36,0,0.3,0
TXN_11456,ACC_234,1864.78,28,Grocery,International_HighRisk,3,1,1,285,9479.2,0.61,6.48,0.85,6,0.79,1
TXN_11457,ACC_421,406.29,1,Grocery,Domestic,6,0,0,2782,4270.94,0.29,9.11,0.47,0,0.21,0
TXN_11458,ACC_424,3249.8,19,Wire_Transfer,Domestic,18,0,0,88,3021.59,0.5,10.2,0.81,5,0.81,1
TXN_11459,ACC_780,1148.38,14,Utilities,International_HighRisk,21,0,1,634,4421.78,0.69,15.36,0.96,5,0.65,0
TXN_11460,ACC_185,136.91,7,Grocery,Domestic,19,0,1,3089,9875.1,0.49,14.26,0.28,0,0.31,0
TXN_11461,ACC_103,245.86,2,Grocery,Domestic,3,1,0,1926,7876.41,0.25,4.4,0.24,0,0.08,0
TXN_11462,ACC_192,24.5,1,Grocery,Domestic,10,0,0,3260,5612.79,0.23,13.97,0.2,0,0.12,1
TXN_11463,ACC_753,114.37,5,Utilities,Domestic,23,1,0,2660,7172.56,0.29,12.78,0.31,0,0.01,0
TXN_11464,ACC_985,168.14,7,Grocery,International_LowRisk,4,1,0,759,5025.94,0.48,14.18,0.1,0,0.29,0
TXN_11465,ACC_678,296.19,4,Grocery,Domestic,6,0,1,1238,7938.34,0.43,15.82,0.57,0,0.02,0
TXN_11466,ACC_550,85.21,8,Grocery,Domestic,18,0,0,2844,10139.54,0.48,4.95,0.34,0,0.24,0
TXN_11467,ACC_137,2933.86,14,Gambling,Domestic,4,1,0,1807,6205.72,0.68,4.29,0.91,6,0.87,1
TXN_11468,ACC_455,62.95,5,Electronics,International_LowRisk,9,0,1,3197,5186.75,0.45,5.59,0.56,0,0.22,0
TXN_11469,ACC_323,26.72,3,Utilities,Domestic,3,1,0,1943,8309.92,0.24,8.8,0.37,0,0.24,0
TXN_11470,ACC_481,175.19,2,Electronics,International_LowRisk,1,1,0,3590,6048.39,0.47,9.68,0.16,0,0.2,0
TXN_11471,ACC_262,174.13,3,Utilities,Domestic,20,0,0,1284,10433.83,0.19,8.18,0.11,1,0.15,0
TXN_11472,ACC_659,157.69,7,Grocery,Domestic,19,0,0,1969,6421.71,0.32,15.44,0.45,0,0.28,0
TXN_11473,ACC_358,95.61,5,Luxury_Goods,International_LowRisk,15,0,0,3623,6744.49,0.26,7.11,0.2,0,0.19,0
TXN_11474,ACC_619,58.52,7,Grocery,Domestic,8,0,0,701,5662.07,0.23,6.11,0.26,0,0.31,0
TXN_11475,ACC_407,5718.59,26,Wire_Transfer,Online_Unverified,16,0,1,562,8543.27,0.65,14.13,0.8,2,0.65,1
TXN_11476,ACC_779,20.49,3,Grocery,Online_Unverified,2,1,0,1908,9372.74,0.2,7.61,0.24,0,0.13,0
TXN_11477,ACC_571,59.49,2,Grocery,Domestic,5,1,0,3543,4643.56,0.28,7.63,0.43,0,0.21,0
TXN_11478,ACC_192,108.49,6,Luxury_Goods,Domestic,17,0,0,682,8986.86,0.3,15.79,0.14,0,0.02,0
TXN_11479,ACC_582,168.41,7,Utilities,Domestic,6,0,0,2922,8856.51,0.41,9.05,0.52,0,0.04,0
TXN_11480,ACC_198,45.05,6,Utilities,Domestic,4,1,0,3387,7316.27,0.34,11.06,0.37,1,0.21,0
TXN_11481,ACC_993,371.42,1,Utilities,Domestic,2,1,0,2522,6426.84,0.43,14.58,0.54,0,0.36,0
TXN_11482,ACC_340,99.42,7,Utilities,Domestic,0,1,0,2674,3024.39,0.24,13.15,0.17,1,0.3,0
TXN_11483,ACC_611,36.6,7,Grocery,Domestic,13,0,1,1773,4699.1,0.27,10.94,0.23,0,0.15,0
TXN_11484,ACC_418,868.5,21,Utilities,International_HighRisk,1,1,1,699,9338.91,0.71,13.07,0.77,2,0.91,1
TXN_11485,ACC_507,1323.53,19,Electronics,International_HighRisk,14,0,0,3031,4980.65,0.62,8.22,0.85,6,0.95,1
TXN_11486,ACC_203,214.08,3,Electronics,Domestic,0,1,1,1602,7827.29,0.3,12.96,0.48,0,0.28,0
TXN_11487,ACC_111,73.63,1,Utilities,Online_Unverified,12,0,0,1089,5713.12,0.49,12.43,0.42,0,0.09,0
TXN_11488,ACC_218,3229.33,32,Electronics,International_HighRisk,14,0,0,2946,2681.61,0.47,16.48,0.9,4,0.93,1
TXN_11489,ACC_443,5385.83,21,Crypto_Exchange,Online_Unverified,3,1,0,3141,5874.65,0.79,14.96,0.86,5,0.94,1
TXN_11490,ACC_492,1288.25,30,Wire_Transfer,Domestic,0,1,0,1086,4908.02,0.78,6.03,0.91,5,0.63,1
TXN_11491,ACC_302,246.18,8,Utilities,International_LowRisk,14,0,0,527,3884.45,0.44,7.56,0.36,0,0.28,0
TXN_11492,ACC_571,2962.35,21,Utilities,International_HighRisk,21,0,0,2794,5809.79,0.77,11.27,0.92,3,0.81,1
TXN_11493,ACC_403,197.12,6,Luxury_Goods,Domestic,8,0,1,1859,6280.27,0.46,12.69,0.13,0,0.08,0
TXN_11494,ACC_751,78.2,7,Grocery,Domestic,23,1,1,374,6131.83,0.15,7.76,0.25,0,0.35,0
TXN_11495,ACC_229,118.55,6,Luxury_Goods,International_LowRisk,13,0,0,2852,6046.12,0.46,9.78,0.37,2,0.16,0
TXN_11496,ACC_945,3288.13,9,Gambling,Online_Unverified,16,0,0,1367,7300.0,0.54,13.09,0.98,1,0.97,1
TXN_11497,ACC_481,71.98,2,Grocery,International_LowRisk,23,1,0,3001,5643.36,0.31,12.59,0.1,0,0.01,0
TXN_11498,ACC_752,56.78,5,Luxury_Goods,Domestic,0,1,1,3072,6479.07,0.21,9.09,0.25,0,0.23,0
TXN_11499,ACC_956,1425.13,17,Gambling,Online_Unverified,6,0,0,2135,7422.54,0.65,13.42,0.72,5,0.81,1
TXN_11500,ACC_652,909.42,23,Wire_Transfer,Domestic,1,1,0,3145,4651.29,0.69,7.31,0.67,2,0.78,1
TXN_11501,ACC_547,105.0,1,Grocery,International_LowRisk,5,1,1,772,2938.75,0.34,15.86,0.56,0,0.21,0
TXN_11502,ACC_379,195.17,5,Grocery,Domestic,13,0,0,2483,9505.47,0.3,14.36,0.52,0,0.12,0
TXN_11503,ACC_750,222.72,4,Grocery,Domestic,0,1,0,1208,4388.02,0.25,13.07,0.45,0,0.08,0
TXN_11504,ACC_723,1413.99,25,Crypto_Exchange,Domestic,20,0,0,1978,4399.89,0.52,5.31,0.89,4,0.6,1
TXN_11505,ACC_671,47.54,3,Grocery,Domestic,11,0,0,3071,4138.06,0.17,9.61,0.34,0,0.16,0
TXN_11506,ACC_645,133.1,2,Electronics,International_LowRisk,8,0,0,2329,4196.64,0.45,7.2,0.19,0,0.07,0
TXN_11507,ACC_185,72.4,6,Grocery,Online_Unverified,11,0,0,1944,6309.32,0.27,14.16,0.43,0,0.35,0
TXN_11508,ACC_739,386.17,1,Electronics,International_LowRisk,18,0,0,1192,9960.64,0.33,8.5,0.55,0,0.37,0
TXN_11509,ACC_602,90.07,2,Travel,Domestic,17,0,1,924,5382.41,0.22,5.4,0.54,0,0.28,0
TXN_11510,ACC_213,56.31,7,Electronics,Domestic,5,1,0,1471,5875.86,0.46,11.8,0.5,0,0.25,0
TXN_11511,ACC_528,519.77,29,Gambling,Domestic,11,0,0,2623,5294.75,0.6,8.36,0.68,6,0.67,1
TXN_11512,ACC_880,38.69,7,Electronics,Domestic,17,0,0,1930,6503.57,0.32,9.35,0.33,0,0.26,0
TXN_11513,ACC_560,11434.05,25,Grocery,International_HighRisk,12,0,0,3154,8006.83,0.74,8.72,0.82,3,0.68,1
TXN_11514,ACC_575,89.76,7,Electronics,International_LowRisk,3,1,0,1710,6699.65,0.25,6.0,0.4,2,0.04,0
TXN_11515,ACC_129,109.37,2,Electronics,Domestic,19,0,0,3028,4145.55,0.39,9.87,0.14,0,0.22,0
TXN_11516,ACC_123,167.89,2,Grocery,Domestic,18,0,0,123,7437.08,0.26,11.63,0.3,2,0.22,0
TXN_11517,ACC_908,350.84,3,Electronics,Domestic,6,0,0,2991,8531.87,0.31,9.23,0.14,0,0.27,0
